Dataset,Model Answer,Gold Label,Correct
dataset_th_exact,เสา,เวที,0
dataset_th_exact,รถไฟใต้ดิน,เขา,0
dataset_th_exact,รถไฟใต้ดิน,รถไฟใต้ดิน,1
dataset_th_exact,ฝน,คอนเสิร์ต,0
dataset_th_exact,ฝน,ฝน,1
dataset_th_exact,ผ้าขี้ริ้วเก่า,ผ้าขี้ริ้วเก่า,1
dataset_th_exact,มีด,มีด,1
dataset_th_exact,แมรี่,แอนน์,0
dataset_th_exact,แมรี่,แมรี่,1
dataset_th_exact,ขวดน้ำ,ขวดน้ำ,1
dataset_th_exact,ขวดน้ำ,กระเป๋าเป้,0
dataset_th_exact,ชั้นวาง,หม้อ,0
dataset_th_exact,ชั้นวาง,ชั้นวาง,1
dataset_th_exact,อาคาร,แผนที่,0
dataset_th_exact,อาคาร,อาคาร,1
dataset_th_exact,ชาร์ลี,บ็อบ,0
dataset_th_exact,ชาร์ลี,ชาร์ลี,1
dataset_th_exact,ชาร์ลี,บ็อบ,0
dataset_th_exact,ชาร์ลี,ชาร์ลี,1
dataset_th_exact,อดัม,บ็อบ,0
dataset_th_exact,อดัม,อดัม,1
dataset_th_exact,บ็อบ,อดัม,0
dataset_th_exact,บ็อบ,บ็อบ,1
dataset_th_exact,นักต้มตุ๋น,นักต้มตุ๋น,1
dataset_th_exact,นักต้มตุ๋น,แซม,0
dataset_th_exact,สุนัข,สุนัข,1
dataset_th_exact,จุดหนึ่งใต้ต้นไม้,จุดหนึ่งใต้ต้นไม้,1
dataset_th_exact,แมว,แมว,1
dataset_th_exact,แมว,หนู,0
dataset_th_exact,แอนน์,แอนน์,1
dataset_th_exact,ลูกสาวของแอนน์,ลูกสาวของแอนน์,1
dataset_th_exact,อลิซ,อลิซ,1
dataset_th_exact,ลูกสาวของอลิซ,ลูกสาวของอลิซ,1
dataset_th_exact,ชายในชุดทหาร,จิม,0
dataset_th_exact,ชายในชุดทหาร,ชายในชุดทหาร,1
dataset_th_exact,ปลา,ปลา,1
dataset_th_exact,ปลา,ตัวหนอน,0
dataset_th_exact,หมากฝรั่ง,กุญแจ,0
dataset_th_exact,หมากฝรั่ง,หมากฝรั่ง,1
dataset_th_exact,แมว,สุนัข,0
dataset_th_exact,แมว,แมว,1
dataset_th_exact,ต้นไม้,ต้นไม้,1
dataset_th_exact,หลังคาบ้าน,หลังคาบ้าน,1
dataset_th_exact,เจ้าหน้าที่ธนาคาร,ลูกค้า,0
dataset_th_exact,เจ้าหน้าที่ธนาคาร,เจ้าหน้าที่ธนาคาร,1
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,ผู้ชาย,ผู้ชาย,1
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,จอห์น,นักเล่นกล,0
dataset_th_exact,บ็อบ,บ็อบ,1
dataset_th_exact,บ็อบ,คาร์ล,0
dataset_th_exact,พ่อแม่ของเอมี,แซมกับเอมี,0
dataset_th_exact,พ่อแม่ของเอมี,พ่อแม่ของเอมี,1
dataset_th_exact,พีท,มาร์ค,0
dataset_th_exact,พีท,พีท,1
dataset_th_exact,บ้านหลังเก่า,บ้านหลังเก่า,1
dataset_th_exact,บ้านหลังใหม่,บ้านหลังใหม่,1
dataset_th_exact,คน,คน,1
dataset_th_exact,หนังสือของพอล,หนังสือของพอล,1
dataset_th_exact,ขลุ่ย,ขลุ่ย,1
dataset_th_exact,เพลง,เพลง,1
dataset_th_exact,เก้าอี้,เก้าอี้,1
dataset_th_exact,เก้าอี้,เปียโน,0
dataset_th_exact,หนังสือพิมพ์,หนังสือพิมพ์,1
dataset_th_exact,หนังสือพิมพ์,กระเป๋าเป้,0
dataset_th_exact,หนังสือ,หนังสือ,1
dataset_th_exact,หนังสือ,บทความ,0
dataset_th_exact,ปราสาททราย,ปราสาททราย,1
dataset_th_exact,ปราสาททราย,ธง,0
dataset_th_exact,ซูซาน,เจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,ซูซาน,เจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,อดัม,แซม,0
dataset_th_exact,อดัม,อดัม,1
dataset_th_exact,เส้นทาง,เส้นทาง,1
dataset_th_exact,ทะเลสาบ,ทะเลสาบ,1
dataset_th_exact,ดวงอาทิตย์,ดวงอาทิตย์,1
dataset_th_exact,ดวงอาทิตย์,เมฆ,0
dataset_th_exact,ทะเลสาบ,ทะเลสาบ,1
dataset_th_exact,ทะเลสาบ,ชายหาด,0
dataset_th_exact,แกะ,คนเลี้ยงแกะ,0
dataset_th_exact,แกะ,แกะ,1
dataset_th_exact,ลูกสาวของแมรี่,แมรี่,0
dataset_th_exact,ลูกสาวของแมรี่,ลูกสาวของแมรี่,1
dataset_th_exact,เฟร็ดและอลิซ,เฟร็ดและอลิซ,1
dataset_th_exact,เฟร็ดและอลิซ,เสื้อโค้ต,0
dataset_th_exact,ทอมสัน,ทอมสัน,1
dataset_th_exact,คูเปอร์,คูเปอร์,1
dataset_th_exact,อาร์โนลด์,แจ็กสัน,0
dataset_th_exact,อาร์โนลด์,อาร์โนลด์,1
dataset_th_exact,ต้นไม้,ต้นไม้,1
dataset_th_exact,ต้นไม้,ขวาน,0
dataset_th_exact,สุนัขจิ้งจอก,สุนัขจิ้งจอก,1
dataset_th_exact,สุนัขจิ้งจอก,ไก่,0
dataset_th_exact,สุนัขจิ้งจอก,สุนัขจิ้งจอก,1
dataset_th_exact,สุนัขจิ้งจอก,ไก่,0
dataset_th_exact,ตา,ตา,1
dataset_th_exact,มือ,มือ,1
dataset_th_exact,ทีน่า,เทอร์ปซิคอร์,0
dataset_th_exact,ทีน่า,ทีน่า,1
dataset_th_exact,จอร์จ,เฟร็ด,0
dataset_th_exact,จอร์จ,จอร์จ,1
dataset_th_exact,เครื่องล้างจาน,เครื่องล้างจาน,1
dataset_th_exact,ทีวี,ทีวี,1
dataset_th_exact,เฟร็ด,เฟร็ด,1
dataset_th_exact,เฟร็ด,ปู่ทวด,0
dataset_th_exact,พ่อของฉัน,เฟร็ด,0
dataset_th_exact,พ่อของฉัน,พ่อของฉัน,1
dataset_th_exact,ยาคุตสค์,คัมชัตกา,0
dataset_th_exact,ยาคุตสค์,ยาคุตสค์,1
dataset_th_exact,ปลาน้อย,ปลาน้อย,1
dataset_th_exact,เป็ด,เป็ด,1
dataset_th_exact,นักโบราณคดี,นักโบราณคดี,1
dataset_th_exact,มนุษย์,มนุษย์,1
dataset_th_exact,ปลา,นักวิทยาศาสตร์,0
dataset_th_exact,ปลา,ปลา,1
dataset_th_exact,ดารา,นักข่าว,0
dataset_th_exact,ดารา,ดารา,1
dataset_th_exact,สมาชิกแก๊ง,ตำรวจ,0
dataset_th_exact,สมาชิกแก๊ง,สมาชิกแก๊ง,1
dataset_th_exact,เค้ก,เค้ก,1
dataset_th_exact,ตู้เย็น,ตู้เย็น,1
dataset_th_exact,ข้อเท้า,ข้อเท้า,1
dataset_th_exact,ไม้ค้ำยัน,ไม้ค้ำยัน,1
dataset_th_exact,ผู้คัดค้าน,ผู้สนับสนุน,0
dataset_th_exact,ผู้คัดค้าน,ผู้คัดค้าน,1
dataset_th_exact,คุกกี้ช็อกโกแลตชิป,คุกกี้ข้าวโอ๊ต,0
dataset_th_exact,คุกกี้ช็อกโกแลตชิป,คุกกี้ช็อกโกแลตชิป,1
dataset_th_exact,สำเนาจดหมายข่าว,สำเนาจดหมายข่าว,1
dataset_th_exact,สำเนาจดหมายข่าว,เก้าอี้,0
dataset_th_exact,หมุด,หมุด,1
dataset_th_exact,แครอท,แครอท,1
dataset_th_exact,ปากกา,ปากกา,1
dataset_th_exact,ปากกา,กาแฟ,0
dataset_th_exact,เฟร็ด,สตีฟ,0
dataset_th_exact,เฟร็ด,เฟร็ด,1
dataset_th_exact,โต๊ะ,โต๊ะ,1
dataset_th_exact,โต๊ะ,ประตู,0
dataset_th_exact,เสื้อสเวตเตอร์,เสื้อสเวตเตอร์,1
dataset_th_exact,เสื้อสเวตเตอร์,เสื้อแจ็คเก็ต,0
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,บิล,บิล,1
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,บิล,บิล,1
dataset_th_exact,ซีโนฟาเนส,กู๊ดแมน,0
dataset_th_exact,ซีโนฟาเนส,ซีโนฟาเนส,1
dataset_th_exact,พี่เลี้ยงเด็ก,เอ็มม่า,0
dataset_th_exact,เอ็มม่า,แม่ของเอ็มม่า,0
dataset_th_exact,ซูซาน,เจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,นักสืบ,โจ,0
dataset_th_exact,นักสืบ,นักสืบ,1
dataset_th_exact,แซลลี่,เบธ,0
dataset_th_exact,แซลลี่,แซลลี่,1
dataset_th_exact,บาร์เทนเดอร์,จิม,0
dataset_th_exact,จิม,บาร์เทนเดอร์,0
dataset_th_exact,แดน,แดน,1
dataset_th_exact,แดน,บิลล์,0
dataset_th_exact,ราล์ฟ,ทอม,0
dataset_th_exact,ราล์ฟ,ราล์ฟ,1
dataset_th_exact,ซูซาน,แอนเดรีย,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,ราล์ฟ,ทอม,0
dataset_th_exact,ราล์ฟ,ราล์ฟ,1
dataset_th_exact,จอห์น,บิล,0
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,จอห์น,บิล,0
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,ชายคนนั้น,ชายคนนั้น,1
dataset_th_exact,ชายคนนั้น,เด็กชาย,0
dataset_th_exact,หญิงสาว,หญิงสาว,1
dataset_th_exact,หญิงสาว,เด็กสาว,0
dataset_th_exact,โทบี้,บิลลี่,0
dataset_th_exact,โทบี้,โทบี้,1
dataset_th_exact,ดอนน่า,ลิลลี่,0
dataset_th_exact,ดอนน่า,ดอนน่า,1
dataset_th_exact,ทิมมี่,ทอมมี่,0
dataset_th_exact,ทิมมี่,ทิมมี่,1
dataset_th_exact,ทอมมี่,ออลลี่,0
dataset_th_exact,ทอมมี่,ทอมมี่,1
dataset_th_exact,พ่อ,พ่อ,1
dataset_th_exact,เด็กน้อย,เด็กน้อย,1
dataset_th_exact,เด็กสาว,ผู้หญิง,0
dataset_th_exact,เด็กสาว,เด็กสาว,1
dataset_th_exact,พ่อแม่ของแพม,พ่อแม่ของแพม,1
dataset_th_exact,พ่อแม่ของแพม,แพมและพอล,0
dataset_th_exact,เคท,ดร.อดัมส์,0
dataset_th_exact,เคท,เคท,1
dataset_th_exact,แดน,แดน,1
dataset_th_exact,แดน,บิล,0
dataset_th_exact,เอริค,จอร์จ,0
dataset_th_exact,เอริค,เอริค,1
dataset_th_exact,เอริค,จอร์จ,0
dataset_th_exact,โจน,เจน,0
dataset_th_exact,โจน,โจน,1
dataset_th_exact,ต้นมะนาว,มะนาว,0
dataset_th_exact,ต้นมะนาว,ต้นมะนาว,1
dataset_th_exact,โรเบิร์ต,เจมส์,0
dataset_th_exact,โรเบิร์ต,โรเบิร์ต,1
dataset_th_exact,ชาตอฟ,คิริลอฟ,0
dataset_th_exact,ชาตอฟ,ชาตอฟ,1
dataset_th_exact,เจนี่,เอ็มม่า,0
dataset_th_exact,เจนี่,เจนี่,1
dataset_th_exact,ปีกผีเสื้อ,ปีกผีเสื้อ,1
dataset_th_exact,หนังสือหนักๆ,โต๊ะ,0
dataset_th_exact,มาดอนน่า,มาดอนน่า,1
dataset_th_exact,มาดอนน่า,เทรนเนอร์,0
dataset_th_exact,แฟนหนุ่ม,มาดอนน่า,0
dataset_th_exact,มาดอนน่า,เทรนเนอร์,0
dataset_th_exact,เรเบคก้า,แคโรล,0
dataset_th_exact,เรเบคก้า,เรเบคก้า,1
dataset_th_exact,โอวิด,เชกสเปียร์,0
dataset_th_exact,เกอเธ่,เกอเธ่,1
dataset_th_exact,โอวิด,โอวิด,1
dataset_th_exact,เกอเธ่,เชกสเปียร์,0
dataset_th_exact,เจด,อลิซ,0
dataset_th_exact,เจด,เจด,1
dataset_th_exact,ลุค,อีธาน,0
dataset_th_exact,ลุค,ลุค,1
dataset_th_exact,แชทบอต,กรรมการ,0
dataset_th_exact,แชทบอต,แชทบอต,1
dataset_th_exact,willow-towered Canopy Huntertropic wrestles,GrWQWu8JyC,0
dataset_th_exact,willow-towered Canopy Huntertropic wrestles,willow-towered Canopy Huntertropic wrestles,1
