Dataset,Model Answer,Gold Label,Correct
dataset_th_exact,แอนน์,แมรี่,0
dataset_th_exact,ขวดน้ำ,ขวดน้ำ,1
dataset_th_exact,ขวดน้ำ,กระเป๋าเป้,0
dataset_th_exact,หม้อ,หม้อ,1
dataset_th_exact,หม้อ,ชั้นวาง,0
dataset_th_exact,แผนที่,แผนที่,1
dataset_th_exact,อาคาร,อาคาร,1
dataset_th_exact,บ็อบ,บ็อบ,1
dataset_th_exact,บ็อบ,ชาร์ลี,0
dataset_th_exact,ชาร์ลี,บ็อบ,0
dataset_th_exact,ชาร์ลี,ชาร์ลี,1
dataset_th_exact,บ็อบ,บ็อบ,1
dataset_th_exact,บ็อบ,อดัม,0
dataset_th_exact,บ็อบ,อดัม,0
dataset_th_exact,บ็อบ,บ็อบ,1
dataset_th_exact,นักต้มตุ๋น,นักต้มตุ๋น,1
dataset_th_exact,นักต้มตุ๋น,แซม,0
dataset_th_exact,สุนัข,สุนัข,1
dataset_th_exact,สุนัข,จุดหนึ่งใต้ต้นไม้,0
dataset_th_exact,แมว,แมว,1
dataset_th_exact,แมว,หนู,0
dataset_th_exact,แอนน์,แอนน์,1
dataset_th_exact,แอนน์,ลูกสาวของแอนน์,0
dataset_th_exact,อลิซ,อลิซ,1
dataset_th_exact,อลิซ,ลูกสาวของอลิซ,0
dataset_th_exact,จิม,จิม,1
dataset_th_exact,จิม,ชายในชุดทหาร,0
dataset_th_exact,ปลา,ปลา,1
dataset_th_exact,ปลา,ตัวหนอน,0
dataset_th_exact,หมากฝรั่ง,กุญแจ,0
dataset_th_exact,หมากฝรั่ง,หมากฝรั่ง,1
dataset_th_exact,สุนัข,สุนัข,1
dataset_th_exact,แมว,แมว,1
dataset_th_exact,ต้นไม้,ต้นไม้,1
dataset_th_exact,ต้นไม้,หลังคาบ้าน,0
dataset_th_exact,ลูกค้า,ลูกค้า,1
dataset_th_exact,เจ้าหน้าที่ธนาคาร,เจ้าหน้าที่ธนาคาร,1
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,จอห์น,ผู้ชาย,0
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,จอห์น,นักเล่นกล,0
dataset_th_exact,บ็อบ,บ็อบ,1
dataset_th_exact,บ็อบ,คาร์ล,0
dataset_th_exact,แซมกับเอมี,แซมกับเอมี,1
dataset_th_exact,พ่อแม่ของเอมี,พ่อแม่ของเอมี,1
dataset_th_exact,มาร์ค,มาร์ค,1
dataset_th_exact,มาร์ค,พีท,0
dataset_th_exact,บ้านหลังเก่า,บ้านหลังเก่า,1
dataset_th_exact,บ้านหลังใหม่,บ้านหลังใหม่,1
dataset_th_exact,คน,คน,1
dataset_th_exact,คน,หนังสือของพอล,0
dataset_th_exact,เพลง,ขลุ่ย,0
dataset_th_exact,เพลง,เพลง,1
dataset_th_exact,เก้าอี้,เก้าอี้,1
dataset_th_exact,เก้าอี้,เปียโน,0
dataset_th_exact,หนังสือพิมพ์,หนังสือพิมพ์,1
dataset_th_exact,หนังสือพิมพ์,กระเป๋าเป้,0
dataset_th_exact,หนังสือ,หนังสือ,1
dataset_th_exact,หนังสือ,บทความ,0
dataset_th_exact,ปราสาททราย,ปราสาททราย,1
dataset_th_exact,ปราสาททราย,ธง,0
dataset_th_exact,เจน,เจน,1
dataset_th_exact,เจน,ซูซาน,0
dataset_th_exact,ซูซาน,เจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,แซม,แซม,1
dataset_th_exact,แซม,อดัม,0
dataset_th_exact,เส้นทาง,เส้นทาง,1
dataset_th_exact,เส้นทาง,ทะเลสาบ,0
dataset_th_exact,ดวงอาทิตย์,ดวงอาทิตย์,1
dataset_th_exact,ดวงอาทิตย์,เมฆ,0
dataset_th_exact,ทะเลสาบ,ทะเลสาบ,1
dataset_th_exact,ทะเลสาบ,ชายหาด,0
dataset_th_exact,คนเลี้ยงแกะ,คนเลี้ยงแกะ,1
dataset_th_exact,คนเลี้ยงแกะ,แกะ,0
dataset_th_exact,แมรี่,แมรี่,1
dataset_th_exact,แมรี่,ลูกสาวของแมรี่,0
dataset_th_exact,เฟร็ดและอลิซ,เฟร็ดและอลิซ,1
dataset_th_exact,เฟร็ดและอลิซ,เสื้อโค้ต,0
dataset_th_exact,ทอมสัน,ทอมสัน,1
dataset_th_exact,คูเปอร์,คูเปอร์,1
dataset_th_exact,อาร์โนลด์,แจ็กสัน,0
dataset_th_exact,อาร์โนลด์,อาร์โนลด์,1
dataset_th_exact,ต้นไม้,ต้นไม้,1
dataset_th_exact,ต้นไม้,ขวาน,0
dataset_th_exact,สุนัขจิ้งจอก,สุนัขจิ้งจอก,1
dataset_th_exact,สุนัขจิ้งจอก,ไก่,0
dataset_th_exact,สุนัขจิ้งจอก,สุนัขจิ้งจอก,1
dataset_th_exact,สุนัขจิ้งจอก,ไก่,0
dataset_th_exact,ตา,ตา,1
dataset_th_exact,มือ,มือ,1
dataset_th_exact,ทีน่า,เทอร์ปซิคอร์,0
dataset_th_exact,ทีน่า,ทีน่า,1
dataset_th_exact,เฟร็ด,เฟร็ด,1
dataset_th_exact,จอร์จ,จอร์จ,1
dataset_th_exact,เครื่องล้างจาน,เครื่องล้างจาน,1
dataset_th_exact,เครื่องล้างจาน,ทีวี,0
dataset_th_exact,เฟร็ด,เฟร็ด,1
dataset_th_exact,เฟร็ด,ปู่ทวด,0
dataset_th_exact,เฟร็ด,เฟร็ด,1
dataset_th_exact,เฟร็ด,พ่อของฉัน,0
dataset_th_exact,ยาคุตสค์,คัมชัตกา,0
dataset_th_exact,ยาคุตสค์,ยาคุตสค์,1
dataset_th_exact,ปลาน้อย,ปลาน้อย,1
dataset_th_exact,ปลาน้อย,เป็ด,0
dataset_th_exact,นักโบราณคดี,นักโบราณคดี,1
dataset_th_exact,นักโบราณคดี,มนุษย์,0
dataset_th_exact,ปลา,นักวิทยาศาสตร์,0
dataset_th_exact,ปลา,ปลา,1
dataset_th_exact,นักข่าว,นักข่าว,1
dataset_th_exact,ดารา,ดารา,1
dataset_th_exact,สมาชิกแก๊ง,ตำรวจ,0
dataset_th_exact,สมาชิกแก๊ง,สมาชิกแก๊ง,1
dataset_th_exact,เค้ก,เค้ก,1
dataset_th_exact,เค้ก,ตู้เย็น,0
dataset_th_exact,ข้อเท้า,ข้อเท้า,1
dataset_th_exact,ข้อเท้า,ไม้ค้ำยัน,0
dataset_th_exact,ผู้คัดค้าน,ผู้สนับสนุน,0
dataset_th_exact,ผู้คัดค้าน,ผู้คัดค้าน,1
dataset_th_exact,คุกกี้ช็อกโกแลตชิป,คุกกี้ข้าวโอ๊ต,0
dataset_th_exact,คุกกี้ช็อกโกแลตชิป,คุกกี้ช็อกโกแลตชิป,1
dataset_th_exact,สำเนาจดหมายข่าว,สำเนาจดหมายข่าว,1
dataset_th_exact,สำเนาจดหมายข่าว,เก้าอี้,0
dataset_th_exact,หมุด,หมุด,1
dataset_th_exact,หมุด,แครอท,0
dataset_th_exact,กาแฟ,ปากกา,0
dataset_th_exact,ปากกา,กาแฟ,0
dataset_th_exact,เฟร็ด,สตีฟ,0
dataset_th_exact,สตีฟ,เฟร็ด,0
dataset_th_exact,โต๊ะ,โต๊ะ,1
dataset_th_exact,โต๊ะ,ประตู,0
dataset_th_exact,เสื้อสเวตเตอร์,เสื้อสเวตเตอร์,1
dataset_th_exact,เสื้อสเวตเตอร์,เสื้อแจ็คเก็ต,0
dataset_th_exact,บิล,จอห์น,0
dataset_th_exact,บิล,บิล,1
dataset_th_exact,จอห์น,จอห์น,1
dataset_th_exact,บิล,บิล,1
dataset_th_exact,กู๊ดแมน,กู๊ดแมน,1
dataset_th_exact,กู๊ดแมน,ซีโนฟาเนส,0
dataset_th_exact,แม่ของเอ็มม่า,เอ็มม่า,0
dataset_th_exact,แม่ของเอ็มม่า,แม่ของเอ็มม่า,1
dataset_th_exact,ซูซาน,เจน,0
dataset_th_exact,ซูซาน,ซูซาน,1
dataset_th_exact,โจ,โจ,1
dataset_th_exact,โจ,นักสืบ,0
dataset_th_exact,เบธ,เบธ,1
dataset_th_exact,เบธ,แซลลี่,0
dataset_th_exact,จิม,จิม,1
dataset_th_exact,จิม,บาร์เทนเดอร์,0
dataset_th_exact,แดน,แดน,1
dataset_th_exact,แดน,บิลล์,0
dataset_th_exact,ทอม,ทอม,1
dataset_th_exact,ทอม,ราล์ฟ,0
dataset_th_exact,ซูซาน,แอนเดรีย,0
dataset_th_exact,แอนเดรีย,ซูซาน,0
dataset_th_exact,ราล์ฟ,ทอม,0
dataset_th_exact,ทอม,ราล์ฟ,0
dataset_th_exact,บิล,บิล,1
dataset_th_exact,บิล,จอห์น,0
dataset_th_exact,บิล,บิล,1
dataset_th_exact,บิล,จอห์น,0
dataset_th_exact,ชายคนนั้น,ชายคนนั้น,1
dataset_th_exact,ชายคนนั้น,เด็กชาย,0
dataset_th_exact,หญิงสาว,หญิงสาว,1
dataset_th_exact,หญิงสาว,เด็กสาว,0
dataset_th_exact,บิลลี่,บิลลี่,1
dataset_th_exact,บิลลี่,โทบี้,0
dataset_th_exact,ดอนน่า,ลิลลี่,0
dataset_th_exact,ลิลลี่,ดอนน่า,0
dataset_th_exact,ทิมมี่,ทอมมี่,0
dataset_th_exact,ทิมมี่,ทิมมี่,1
dataset_th_exact,ออลลี่,ออลลี่,1
dataset_th_exact,ออลลี่,ทอมมี่,0
dataset_th_exact,พ่อ,พ่อ,1
dataset_th_exact,พ่อ,เด็กน้อย,0
dataset_th_exact,ผู้หญิง,ผู้หญิง,1
dataset_th_exact,ผู้หญิง,เด็กสาว,0
dataset_th_exact,พ่อแม่ของแพม,พ่อแม่ของแพม,1
dataset_th_exact,พ่อแม่ของแพม,แพมและพอล,0
dataset_th_exact,ดร.อดัมส์,ดร.อดัมส์,1
dataset_th_exact,เคท,เคท,1
dataset_th_exact,แดน,แดน,1
dataset_th_exact,บิล,บิล,1
dataset_th_exact,จอร์จ,จอร์จ,1
dataset_th_exact,จอร์จ,เอริค,0
dataset_th_exact,เอริค,จอร์จ,0
dataset_th_exact,เจน,เจน,1
dataset_th_exact,เจน,โจน,0
dataset_th_exact,ต้นมะนาว,มะนาว,0
dataset_th_exact,ต้นมะนาว,ต้นมะนาว,1
dataset_th_exact,เจมส์,เจมส์,1
dataset_th_exact,เจมส์,โรเบิร์ต,0
dataset_th_exact,ชาตอฟ,คิริลอฟ,0
dataset_th_exact,ชาตอฟ,ชาตอฟ,1
dataset_th_exact,เจนี่,เอ็มม่า,0
dataset_th_exact,เจนี่,เจนี่,1
dataset_th_exact,ปีกผีเสื้อ,ปีกผีเสื้อ,1
dataset_th_exact,หนังสือหนักๆ,โต๊ะ,0
dataset_th_exact,มาดอนน่า,มาดอนน่า,1
dataset_th_exact,มาดอนน่า,เทรนเนอร์,0
dataset_th_exact,มาดอนน่า,มาดอนน่า,1
dataset_th_exact,มาดอนน่า,เทรนเนอร์,0
dataset_th_exact,แคโรล,แคโรล,1
dataset_th_exact,แคโรล,เรเบคก้า,0
dataset_th_exact,เชกสเปียร์,เชกสเปียร์,1
dataset_th_exact,เชกสเปียร์,เกอเธ่,0
dataset_th_exact,เชกสเปียร์,โอวิด,0
dataset_th_exact,เชกสเปียร์,เชกสเปียร์,1
dataset_th_exact,เจด,อลิซ,0
dataset_th_exact,เจด,เจด,1
dataset_th_exact,อีธาน,อีธาน,1
dataset_th_exact,อีธาน,ลุค,0
dataset_th_exact,กรรมการ,กรรมการ,1
dataset_th_exact,กรรมการ,แชทบอต,0
dataset_th_exact,GrWQWu8JyC,GrWQWu8JyC,1
dataset_th_exact,willow-towered Canopy Huntertropic wrestles,willow-towered Canopy Huntertropic wrestles,1
